nm,T
1799,0.95729347
1800,0.95719757
1801,0.95745856
1802,0.95774215
1803,0.95737539
1804,0.95737076
1805,0.95732792
1806,0.95734948
1807,0.95705421
1808,0.95701075
1809,0.95696134
1810,0.95700542
1811,0.95701052
1812,0.95682788
1813,0.95695383
1814,0.95688489
1815,0.95697131
1816,0.95701809
1817,0.95694528
1818,0.95695272
1819,0.95704618
1820,0.95632249
1821,0.95729232
1822,0.95754498
1823,0.95725713
1824,0.95709882
1825,0.95694547
1826,0.95695052
1827,0.95696035
1828,0.95705848
1829,0.95731153
1830,0.95691361
1831,0.95741559
1832,0.95761014
1833,0.95746629
1834,0.95706174
1835,0.95737547
1836,0.95743356
1837,0.95818751
1838,0.95774926
1839,0.95734466
1840,0.9573842
1841,0.95770545
